,Image Path,0: WRIST_x,0: WRIST_y,0: WRIST_z,1: THUMB_CMC_x,1: THUMB_CMC_y,1: THUMB_CMC_z,2: THUMB_MCP_x,2: THUMB_MCP_y,2: THUMB_MCP_z,3: THUMB_IP_x,3: THUMB_IP_y,3: THUMB_IP_z,4: THUMB_TIP_x,4: THUMB_TIP_y,4: THUMB_TIP_z,5: INDEX_FINGER_MCP_x,5: INDEX_FINGER_MCP_y,5: INDEX_FINGER_MCP_z,6: INDEX_FINGER_PIP_x,6: INDEX_FINGER_PIP_y,6: INDEX_FINGER_PIP_z,7: INDEX_FINGER_DIP_x,7: INDEX_FINGER_DIP_y,7: INDEX_FINGER_DIP_z,8: INDEX_FINGER_TIP_x,8: INDEX_FINGER_TIP_y,8: INDEX_FINGER_TIP_z,9:  MIDDLE_FINGER_MCP_x,9:  MIDDLE_FINGER_MCP_y,9:  MIDDLE_FINGER_MCP_z,10:  MIDDLE_FINGER_PIP_x,10:  MIDDLE_FINGER_PIP_y,10:  MIDDLE_FINGER_PIP_z,11: MIDDLE_FINGER_DIP_x,11: MIDDLE_FINGER_DIP_y,11: MIDDLE_FINGER_DIP_z,12: MIDDLE_FINGER_TIP_x,12: MIDDLE_FINGER_TIP_y,12: MIDDLE_FINGER_TIP_z,13: RING_FINGER_MCP_x,13: RING_FINGER_MCP_y,13: RING_FINGER_MCP_z,14: RING_FINGER_PIP_x,14: RING_FINGER_PIP_y,14: RING_FINGER_PIP_z,15: RING_FINGER_DIP_x,15: RING_FINGER_DIP_y,15: RING_FINGER_DIP_z,16: RING_FINGER_TIP_x,16: RING_FINGER_TIP_y,16: RING_FINGER_TIP_z,17: PINKY_MCP_x,17: PINKY_MCP_y,17: PINKY_MCP_z,18: PINKY_PIP_x,18: PINKY_PIP_y,18: PINKY_PIP_z,19: PINKY_DIP_x,19: PINKY_DIP_y,19: PINKY_DIP_z,20: PINKY_TIP_x,20: PINKY_TIP_y,20: PINKY_TIP_z,Label
0,/home/anindya/Documents/MachineLearning/GraphDot/Phase1/asl_alphabet_train/asl_alphabet_train/M/M1002.jpg,0.590221107006073,0.20429332554340363,2.1113626189617207e-06,0.4476660192012787,0.246747687458992,-0.12773370742797852,0.3596537411212921,0.33679527044296265,-0.24271488189697266,0.35235849022865295,0.43242618441581726,-0.326672226190567,0.42258191108703613,0.4730324447154999,-0.40988466143608093,0.45303165912628174,0.16558364033699036,-0.3951605558395386,0.49091365933418274,0.3972839117050171,-0.5199873447418213,0.5238648653030396,0.53777015209198,-0.5627775192260742,0.559939444065094,0.6338868737220764,-0.5803625583648682,0.5811035633087158,0.14713537693023682,-0.37161001563072205,0.6158749461174011,0.4033055901527405,-0.49392667412757874,0.6276584267616272,0.5696521997451782,-0.5133304595947266,0.6373961567878723,0.6784505844116211,-0.5242881178855896,0.6866478323936462,0.17307645082473755,-0.3410341739654541,0.7008466720581055,0.41579484939575195,-0.4355655610561371,0.6953520774841309,0.5680751800537109,-0.4510112404823303,0.6936323642730713,0.6702030897140503,-0.45956486463546753,0.7678606510162354,0.22884751856327057,-0.31522995233535767,0.7487974166870117,0.4164963662624359,-0.38031676411628723,0.7233462333679199,0.5259194374084473,-0.4001857340335846,0.7051070928573608,0.6057469248771667,-0.41534343361854553,12
1,/home/anindya/Documents/MachineLearning/GraphDot/Phase1/asl_alphabet_train/asl_alphabet_train/M/M1003.jpg,0.558497965335846,0.16053977608680725,2.347804638702655e-06,0.44671398401260376,0.22092975676059723,-0.13454723358154297,0.3881857097148895,0.327897310256958,-0.24310976266860962,0.38112378120422363,0.4590245187282562,-0.31914934515953064,0.43023574352264404,0.5310989618301392,-0.3895808458328247,0.5119895339012146,0.1594562828540802,-0.3501671850681305,0.5728723406791687,0.40059441328048706,-0.46329009532928467,0.5963044762611389,0.5607153177261353,-0.5038816928863525,0.6147478818893433,0.671841561794281,-0.5214219689369202,0.6126056909561157,0.1469612717628479,-0.31866928935050964,0.6273971199989319,0.4035244584083557,-0.4296480715274811,0.6225205659866333,0.5774247050285339,-0.4478495121002197,0.6233757138252258,0.697869598865509,-0.4582434594631195,0.6882754564285278,0.1754051148891449,-0.2853741943836212,0.6752297282218933,0.4076160490512848,-0.37168675661087036,0.6588758826255798,0.5654975175857544,-0.3864254653453827,0.6512001752853394,0.6742025017738342,-0.3942309021949768,0.7505086660385132,0.23058877885341644,-0.2592387795448303,0.7404425144195557,0.40958622097969055,-0.3246419131755829,0.7309187650680542,0.5202777981758118,-0.3502175807952881,0.7296369671821594,0.607404351234436,-0.3665403425693512,12
2,/home/anindya/Documents/MachineLearning/GraphDot/Phase1/asl_alphabet_train/asl_alphabet_train/M/M1004.jpg,0.6363411545753479,0.2708883285522461,1.9269477888883557e-06,0.486775279045105,0.3002728819847107,-0.10353639721870422,0.3756267726421356,0.3719803988933563,-0.20895500481128693,0.3558501899242401,0.4529825747013092,-0.2892368733882904,0.4205867648124695,0.453396201133728,-0.3709551990032196,0.45945432782173157,0.16842490434646606,-0.36624324321746826,0.5037062764167786,0.39772212505340576,-0.48089665174484253,0.5355183482170105,0.5451962351799011,-0.5205869674682617,0.5699371099472046,0.6425644159317017,-0.5366458296775818,0.5899597406387329,0.15014010667800903,-0.35484248399734497,0.614857017993927,0.4075247645378113,-0.4672800600528717,0.6281018853187561,0.5757761597633362,-0.48351994156837463,0.6436115503311157,0.6783794164657593,-0.49488458037376404,0.7027283906936646,0.17993855476379395,-0.3345922529697418,0.7023245692253113,0.4246658384799957,-0.4211679995059967,0.6978291869163513,0.5815926790237427,-0.4346470534801483,0.7015857100486755,0.6808137893676758,-0.4435301423072815,0.7923442125320435,0.24213150143623352,-0.31740373373031616,0.7643348574638367,0.43076977133750916,-0.37260836362838745,0.7397490739822388,0.5472372174263,-0.38702061772346497,0.7268767356872559,0.6266791820526123,-0.40124940872192383,12
3,/home/anindya/Documents/MachineLearning/GraphDot/Phase1/asl_alphabet_train/asl_alphabet_train/M/M1005.jpg,0.6547477841377258,0.31197768449783325,2.1027005914220354e-06,0.5104454159736633,0.33436888456344604,-0.09395930171012878,0.4016610383987427,0.39171475172042847,-0.19112595915794373,0.3696088194847107,0.4425976276397705,-0.2652113437652588,0.41517120599746704,0.4299331307411194,-0.34261196851730347,0.46024978160858154,0.17061394453048706,-0.3522123098373413,0.5004276037216187,0.3846415877342224,-0.461225301027298,0.5357100963592529,0.5348992347717285,-0.4964699149131775,0.5706096887588501,0.6384364366531372,-0.5094173550605774,0.5883557796478271,0.1434057354927063,-0.3433082699775696,0.6179059147834778,0.3963995575904846,-0.44916442036628723,0.630847692489624,0.566426694393158,-0.46064963936805725,0.6425044536590576,0.677976131439209,-0.4689836800098419,0.7041357755661011,0.17001774907112122,-0.32528242468833923,0.7024630308151245,0.4116036891937256,-0.40877342224121094,0.6959673166275024,0.5692072510719299,-0.4179803431034088,0.6953229904174805,0.6716449856758118,-0.4232529401779175,0.7975596189498901,0.23027276992797852,-0.3096804916858673,0.7714697122573853,0.4171372652053833,-0.36142632365226746,0.7431603670120239,0.5313841104507446,-0.37127041816711426,0.7245441675186157,0.614399254322052,-0.38270771503448486,12
4,/home/anindya/Documents/MachineLearning/GraphDot/Phase1/asl_alphabet_train/asl_alphabet_train/M/M1006.jpg,0.6697252988815308,0.3142196238040924,2.024183231696952e-06,0.5286593437194824,0.3434659242630005,-0.10350347310304642,0.4300571084022522,0.40926921367645264,-0.2042676955461502,0.4052473306655884,0.4741373360157013,-0.280563622713089,0.4557759165763855,0.4955419600009918,-0.35837700963020325,0.4824846088886261,0.1853179931640625,-0.3552582263946533,0.546327531337738,0.41328445076942444,-0.4628617763519287,0.5893902778625488,0.5614302754402161,-0.4972982108592987,0.62883061170578,0.6599050760269165,-0.5096607208251953,0.5963231921195984,0.1544693410396576,-0.34149014949798584,0.6262175440788269,0.39839044213294983,-0.44812726974487305,0.6404846906661987,0.5597094893455505,-0.4620511829853058,0.6544278860092163,0.6647517085075378,-0.4720194339752197,0.7019798159599304,0.17593452334403992,-0.3196391761302948,0.6982617378234863,0.40618640184402466,-0.40200772881507874,0.6904928684234619,0.558123767375946,-0.41269633173942566,0.6912196278572083,0.6555681228637695,-0.42050328850746155,0.7941557765007019,0.2337142378091812,-0.30128300189971924,0.7711508274078369,0.4159501791000366,-0.35515204071998596,0.7413336634635925,0.5292810797691345,-0.3682165741920471,0.7205772995948792,0.6093432903289795,-0.3817368149757385,12
5,/home/anindya/Documents/MachineLearning/GraphDot/Phase1/asl_alphabet_train/asl_alphabet_train/M/M1009.jpg,0.6653052568435669,0.23209992051124573,2.025528146987199e-06,0.5184730291366577,0.2655157446861267,-0.11532565206289291,0.41755324602127075,0.34635376930236816,-0.2250962257385254,0.4007206857204437,0.4321611821651459,-0.30677855014801025,0.4656575322151184,0.45709317922592163,-0.3897499144077301,0.4881327152252197,0.16627487540245056,-0.37528878450393677,0.5339874029159546,0.38915878534317017,-0.49367648363113403,0.565854012966156,0.5331606864929199,-0.5364490151405334,0.6005452871322632,0.6332846879959106,-0.554796576499939,0.6069832444190979,0.14824655652046204,-0.3563779592514038,0.641087532043457,0.3976581394672394,-0.46976861357688904,0.6522818803787231,0.5567337870597839,-0.49089315533638,0.6632845997810364,0.6617534756660461,-0.5060335993766785,0.7152200937271118,0.17337268590927124,-0.3293691873550415,0.728776216506958,0.4078937768936157,-0.41622066497802734,0.7214069366455078,0.5564431548118591,-0.4339654743671417,0.7175825238227844,0.6534243822097778,-0.4468371570110321,0.809094250202179,0.22740653157234192,-0.3060724139213562,0.7911238074302673,0.40666961669921875,-0.3640245795249939,0.7607932686805725,0.5125065445899963,-0.3828541040420532,0.7358776330947876,0.5867577791213989,-0.4000040888786316,12
6,/home/anindya/Documents/MachineLearning/GraphDot/Phase1/asl_alphabet_train/asl_alphabet_train/M/M101.jpg,0.5672565698623657,0.3860089182853699,-2.523863713577157e-07,0.4724765717983246,0.42287319898605347,-0.1519423872232437,0.46218979358673096,0.4811190366744995,-0.268570214509964,0.5505224466323853,0.5839059948921204,-0.3571431040763855,0.6340989470481873,0.6736527681350708,-0.4397200644016266,0.47541239857673645,0.2722315192222595,-0.31982865929603577,0.5135281085968018,0.45651403069496155,-0.43446967005729675,0.5219581723213196,0.601575493812561,-0.4807436466217041,0.5231570601463318,0.7024814486503601,-0.505111813545227,0.6060866117477417,0.2532362639904022,-0.2896219789981842,0.6404047608375549,0.45617175102233887,-0.40521910786628723,0.6286184787750244,0.6158513426780701,-0.42388665676116943,0.6103562712669373,0.7270110845565796,-0.4312289357185364,0.714225709438324,0.2794886529445648,-0.26065540313720703,0.7292312383651733,0.4792202115058899,-0.37391069531440735,0.6971250176429749,0.6308954954147339,-0.3705228269100189,0.6687413454055786,0.7270215749740601,-0.35514211654663086,0.7986916303634644,0.32936999201774597,-0.24171289801597595,0.7996031641960144,0.4857710003852844,-0.3225369453430176,0.7523344159126282,0.5873233079910278,-0.32359206676483154,0.7201093435287476,0.6466070413589478,-0.31499186158180237,12
7,/home/anindya/Documents/MachineLearning/GraphDot/Phase1/asl_alphabet_train/asl_alphabet_train/M/M1011.jpg,0.6568534970283508,0.2944227457046509,1.995561888179509e-06,0.5131509304046631,0.3203721046447754,-0.10523122549057007,0.41281992197036743,0.37923479080200195,-0.21037006378173828,0.38787904381752014,0.4369535744190216,-0.29173263907432556,0.4447222054004669,0.44157156348228455,-0.3743712902069092,0.4823315739631653,0.15363207459449768,-0.36177608370780945,0.5007261633872986,0.382982075214386,-0.47677475214004517,0.5327549576759338,0.5246940851211548,-0.516115665435791,0.5690010786056519,0.6110774874687195,-0.5300915241241455,0.603588342666626,0.13054585456848145,-0.34878435730934143,0.6134012937545776,0.38264358043670654,-0.4614037275314331,0.6234591603279114,0.5500925779342651,-0.4765428304672241,0.6368449926376343,0.6519286036491394,-0.4865373969078064,0.715108335018158,0.16118323802947998,-0.32819005846977234,0.6959023475646973,0.4010466933250427,-0.4158932864665985,0.6889845728874207,0.5558822154998779,-0.4275081753730774,0.6914598941802979,0.6508511900901794,-0.4340131878852844,0.8081272840499878,0.22703541815280914,-0.3111005127429962,0.7720795273780823,0.41798731684684753,-0.36638349294662476,0.744766116142273,0.5379824042320251,-0.37975093722343445,0.7289436459541321,0.6204485893249512,-0.393058717250824,12
8,/home/anindya/Documents/MachineLearning/GraphDot/Phase1/asl_alphabet_train/asl_alphabet_train/M/M1014.jpg,0.6517656445503235,0.24586886167526245,2.1411569832707755e-06,0.5038789510726929,0.28019392490386963,-0.10334011167287827,0.40538090467453003,0.36504870653152466,-0.2003384679555893,0.3918308615684509,0.4387143552303314,-0.27164721488952637,0.45462095737457275,0.44730252027511597,-0.3444000780582428,0.4710193872451782,0.14893433451652527,-0.3527478873729706,0.5005792379379272,0.3630111813545227,-0.4658607542514801,0.5310152769088745,0.513616144657135,-0.5047722458839417,0.5621013045310974,0.6126201152801514,-0.519274115562439,0.593551516532898,0.12669387459754944,-0.3374335765838623,0.6235111951828003,0.3749687671661377,-0.44352203607559204,0.6357811093330383,0.5479302406311035,-0.4574003219604492,0.644060492515564,0.6582562923431396,-0.46658259630203247,0.7036724090576172,0.15630872547626495,-0.31455153226852417,0.7071307897567749,0.393110454082489,-0.3982680141925812,0.6982171535491943,0.5521734952926636,-0.4096328914165497,0.6929900050163269,0.6534466743469238,-0.41657349467277527,0.7956938743591309,0.21740533411502838,-0.29489409923553467,0.7678002119064331,0.39830663800239563,-0.35154756903648376,0.7395297288894653,0.5120918154716492,-0.3670634925365448,0.7212570309638977,0.5952576994895935,-0.38121336698532104,12
9,/home/anindya/Documents/MachineLearning/GraphDot/Phase1/asl_alphabet_train/asl_alphabet_train/M/M1015.jpg,0.657355010509491,0.2887047529220581,1.985780727409292e-06,0.5158370733261108,0.3174372613430023,-0.09569922089576721,0.41303884983062744,0.3784090280532837,-0.19106243550777435,0.3859034776687622,0.44607385993003845,-0.26340246200561523,0.4380411207675934,0.4594443142414093,-0.3376803398132324,0.47624802589416504,0.15981200337409973,-0.3370201885700226,0.5247544646263123,0.3847510516643524,-0.4358099400997162,0.5621228218078613,0.5366064310073853,-0.46706005930900574,0.597229540348053,0.6348117589950562,-0.47719621658325195,0.5885298848152161,0.13214313983917236,-0.3232523798942566,0.6158720254898071,0.38414937257766724,-0.41660210490226746,0.6265630722045898,0.5485425591468811,-0.42467236518859863,0.6366998553276062,0.649569034576416,-0.4318632483482361,0.6941975951194763,0.1565026044845581,-0.3007413446903229,0.6918776631355286,0.3945982754230499,-0.370803564786911,0.685329794883728,0.5452565550804138,-0.3745771050453186,0.6834254860877991,0.6350784301757812,-0.3788285255432129,0.7851455211639404,0.21412333846092224,-0.2816891670227051,0.7715033292770386,0.39387091994285583,-0.3250792920589447,0.7441813945770264,0.5053539872169495,-0.33086785674095154,0.7201023101806641,0.5757056474685669,-0.3393667936325073,12
10,/home/anindya/Documents/MachineLearning/GraphDot/Phase1/asl_alphabet_train/asl_alphabet_train/M/M102.jpg,0.6328473091125488,0.3238869905471802,2.8160130227661284e-07,0.5269315838813782,0.3658747971057892,-0.13304534554481506,0.5286568999290466,0.45495593547821045,-0.23413465917110443,0.600280225276947,0.5773832201957703,-0.3098606765270233,0.6778237223625183,0.6648423671722412,-0.37865114212036133,0.5272976160049438,0.2597842216491699,-0.303275465965271,0.5162540078163147,0.44300544261932373,-0.4160354733467102,0.5164189338684082,0.5818700790405273,-0.4590173065662384,0.5217372179031372,0.67601078748703,-0.48422327637672424,0.634166955947876,0.2438024878501892,-0.28168803453445435,0.6255995631217957,0.43959522247314453,-0.39814695715904236,0.6069549322128296,0.6103177070617676,-0.41072335839271545,0.5980170965194702,0.7194137573242188,-0.41778564453125,0.7257523536682129,0.268880158662796,-0.2618877589702606,0.7127410173416138,0.4568558633327484,-0.3800247609615326,0.6729578971862793,0.6204081177711487,-0.3754597306251526,0.6489094495773315,0.7220582365989685,-0.3623093068599701,0.7926709055900574,0.31871864199638367,-0.25001922249794006,0.7716202735900879,0.48380202054977417,-0.3384930491447449,0.7329703569412231,0.6114717721939087,-0.3463459610939026,0.7134745717048645,0.701934278011322,-0.3447472155094147,12
11,/home/anindya/Documents/MachineLearning/GraphDot/Phase1/asl_alphabet_train/asl_alphabet_train/M/M103.jpg,0.6823962330818176,0.33651384711265564,1.2610494195541833e-06,0.541685163974762,0.3663509786128998,-0.14072191715240479,0.4685056805610657,0.45336779952049255,-0.2495116889476776,0.4795084297657013,0.5649960041046143,-0.3273833990097046,0.5252335667610168,0.6487895250320435,-0.40040072798728943,0.4931662678718567,0.25652435421943665,-0.34078046679496765,0.48892295360565186,0.42899882793426514,-0.4525753855705261,0.5093609690666199,0.5635303854942322,-0.5015489459037781,0.5230239629745483,0.6649328470230103,-0.5330461859703064,0.6208150386810303,0.2590024471282959,-0.3128622770309448,0.611116349697113,0.44761255383491516,-0.4200704097747803,0.602679967880249,0.603439450263977,-0.43907222151756287,0.6029457449913025,0.7114700675010681,-0.4580436944961548,0.7303362488746643,0.30042797327041626,-0.2851041853427887,0.7137933373451233,0.47001153230667114,-0.3862552046775818,0.6812290549278259,0.6163821220397949,-0.3990025222301483,0.6583043932914734,0.722562313079834,-0.4068892300128937,0.8164312839508057,0.3720130920410156,-0.2656078338623047,0.7994071841239929,0.48927047848701477,-0.3435283899307251,0.7589699029922485,0.582788348197937,-0.3646102547645569,0.7318791747093201,0.6599026322364807,-0.3804827630519867,12
